content,day,time,noon,venue,Id_program,sections,transaction,title,abstract,authors,track,invited,invited_keynote,authors_affiliation
An RRAM-based Multi-Mode and Pipelined Pooling Scheme in Computing-in-Memory for Convolutional Neural,11 March 2025 (Tuesday),11:55am,morning," Conference Hall 4&5, 2/F, 8W & 10W",T-4-3-4,11:00am to 12:30pm,EDTM25-000444,An RRAM-based Multi-Mode and Pipelined Pooling Scheme in Computing-in-Memory for Convolutional Neural Networks,"RRAM-based computing-in-memory acceleration for convolutional neural networks (CNNs) has shown promising advancements across various fields. In this work, to further accelerate the pooling operations between convolution layers, we propose an RRAM-based pooling scheme for CIM that enables in-suit pooling without extra data transfer and supports flexible switching between multi-mode (max, sum, and mean) pooling functions. We achieve pipelined operation by integrating RRAM arrays and ADCs within the CIM system. Validation using the VGG-11 architecture demonstrates a significant reduction of 10.4× in latency and 9.9× in energy consumption with negligible accuracy loss (0.04%@6 bit).","Yi Gao,Yimao Cai,Ru Huang,Zongwei Wang,Lin Bao",04 Memory Technologies,0,,"Yi Gao,Yimao Cai,Ru Huang,Zongwei Wang,Lin Bao, Peking University, China "
4F2/bit Memristive Multi-bit Content Addressable Memory Enabled by Nonlinear Encoding for In-Memory,11 March 2025 (Tuesday),12:10pm,morning," Conference Hall 4&5, 2/F, 8W & 10W",T-4-3-5,11:00am to 12:30pm,EDTM25-000364,4F2/bit Memristive Multi-bit Content Addressable Memory Enabled by Nonlinear Encoding for In-Memory Similarity Search,"Search density and energy efficiency are critical metrics for similarity search, particularly in resource-limited edge AI applications. In this study, we present an innovative nonlinear encoding scheme for Content Addressable Memory (CAM) to enhance density and energy efficiency. Utilizing a 2R memristor CAM, this work leverages multi-level programmable states and similarity-based matching within a single CAM cell by a Euclidean-like distance function. The design achieves a high density of 4F2/bit and an energy consumption of 0.88 fJ/bit. Experimental results demonstrate software-comparable accuracy in few-shot learning tasks, offering 213x improvement in energy efficiency compared with GPU, highlighting its potential for scalable, low-power edge AI applications.","Tong Hu,Yibai Xue,Yingjie Yu,Wenbin Zuo,Jiancong Li,Yi Li,Xiangshui Miao",04 Memory Technologies,0,,"Tong Hu,Yibai Xue,Yingjie Yu,Wenbin Zuo,Jiancong Li,Yi Li,Xiangshui Miao, School of Integrated Circuits, Huazhong University of Science and Technology, China "
Selective-Attention Neuromorphic Vision Classifications Based on α-In2Se3/Bi2O2Se Ferroelectric-,11 March 2025 (Tuesday),11:00am,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-1,11:00am to 12:30pm,EDTM25-000146,Selective-Attention Neuromorphic Vision Classifications Based on α-In2Se3/Bi2O2Se Ferroelectric-Semiconductor Heterotransistors,"Herein, we present multifunctional neuromorphic vision device based on the α-In2Se3/Bi2O2Se ferroelectric-semiconductor heterojunction. Central to this innovation is the in-plane voltage that drives out-of-plane polarization coupling within the ferroelectric heterojunction, which facilitates non-volatile conductance alterations through modulating the interface charge configuration with the robust stability demonstrated over 10^4 cycles. Furthermore, the device exploits a photo-induced ferroelectric polarization reversal mechanism, resulting in a non-volatile light response that persists for over 10^3 s, accompanied with an impressive photoresponsivity of up to 10^5 A/W in the broad-spectrum range of 400-980 nm. We demonstrate the in-sensor pattern classification by the optoelectronic-ferroelectric driven spectrum-selective attention.","Xinrui Guo,Yu Zhu,Shuo Liu,Junling Liu,Ru Huang,Ming He","05 Photonics, Imaging and Display",0,,"Xinrui Guo,Yu Zhu,Shuo Liu,Junling Liu,Ru Huang, Ming He, Peking University, China "
Optoelectronic Multiplication Emulator Based on FPGA,11 March 2025 (Tuesday),11:15am,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-2,11:00am to 12:30pm,EDTM25-000216,Optoelectronic Multiplication Emulator Based on FPGA,"Multiplication is a fundamental operation in artificial neural networks. We developed an optoelectronic multiplication emulator system, incorporating discrete optical components with an FPGA hardware. The system achieves high-speed, precise optical multiplications, validated by image convolution tests showing a mean error of 0.025. This emulator shows great potential for photonic neural network applications and establishes a strong foundation for advancing high-performance integrated photonic chips and optoelectronic computing systems.","Jinxian Li,Runyu Hu,Jiabin Shen,Zengguang Cheng,Peng Zhou","05 Photonics, Imaging and Display",0,,"Jinxian Li,Runyu Hu,Jiabin Shen,Zengguang Cheng,Peng Zhou, Fudan University, China "
Reconfigurable and nonvolatile graphene photodetector integrated onto photonic crystal waveguide,11 March 2025 (Tuesday),11:30am,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-3,11:00am to 12:30pm,EDTM25-000252,Reconfigurable and nonvolatile graphene photodetector integrated onto photonic crystal waveguide,"A reconfigurable and nonvolatile graphene photodetector integrated graphene and ferroelectric layer onto the air-slotted photonic crystal (PC) waveguide was fabricated and characterized. The device demonstrated nonvolatile positive and negative photocurrents in reconfigurable graphene p-i-n and n-i-p homojunction configurations under telecommunication band laser illumination. This design concept can extend to other two-dimensional semiconductors, offering potential for on-chip optoelectronic synapses, in-memory sensing, computing, and neuromorphic applications.","Ruijuan Tian,Yu Zhang,Zhipei Sun,Xuetao Gan","05 Photonics, Imaging and Display",0,,"Ruijuan Tian,Yu Zhang,Zhipei Sun,Xuetao Gan, Aalto University, Finland "
"Bionic eye with color vision, environmental adaptivity and neuromorphic signal processing functions",11 March 2025 (Tuesday),11:45am,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-4,11:00am to 12:30pm,EDTM25-000276,"Bionic eye with color vision, environmental adaptivity and neuromorphic signal processing functions","Here we present a novel design for a bionic eye that incorporates adaptive optics and features a hemispherical nanowire array retina. The retina's color-sensitive bidirectional photo-response enables this unique filter-free color imaging capability. Additionally, the retina's synaptic behavior-based neuromorphic preprocessing, combined with its self-powered operation, significantly lowers the system's energy consumption. Furthermore, the integration of adaptive optics in our bionic eye provides a tunable focal length and an expanded dynamic range.","Zhenghao Long,Xiao Qiu,Chak Lam Jonathan Chan,Zhibo Sun,Zhengnan Yuan,Zhiyong Fan","05 Photonics, Imaging and Display",0,,"Zhenghao Long,Xiao Qiu,Chak Lam Jonathan Chan,Zhibo Sun,Zhengnan Yuan,Zhiyong Fan, The Hong Kong University of Science and Technology, Hong Kong "
Modeling Nanowire Single-Photon Avalanche Detectors via Deep Neural Networks,11 March 2025 (Tuesday),12:00pm,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-5,11:00am to 12:30pm,EDTM25-000376,Modeling Nanowire Single-Photon Avalanche Detectors via Deep Neural Networks,"Recently, single-photon avalanche detectors based on III-V compound semiconductor nanowires (NWs) have shown promising performance in emerging photonic quantum information technologies. However, their design and fabrication are expensive and time-consuming. Predicting key device performance metrics for different nanowire structures before experimental prototyping is critical. We introduce a deep learning-based modelling framework named NW-SPAD-Net that predicts SPAD performance for given nanowire configurations several orders of magnitude faster than the conventional drift-diffusion modelling approach.","Boyang Zhang,Zhe Li,Zhongju Wang,Daoyi Dong,Lan Fu","05 Photonics, Imaging and Display",0,,"Boyang Zhang,Zhe Li,Zhongju Wang,Daoyi Dong,Lan Fu, The Australian National University, Australia "
Optoelectronic Artificial Synaptic Device Based on Graphene-AlGaN van der Waals Junction,11 March 2025 (Tuesday),12:15pm,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-6,11:00am to 12:30pm,EDTM25-000401,Optoelectronic Artificial Synaptic Device Based on Graphene-AlGaN van der Waals Junction,"The graphene-AlGaN van der Waals junction and their array were prepared by a novel patterned graphene growth method, in which the photosensitive polymer was served as the carbon source. Apart from the high quality and uniformity of the as-grown graphene patterns, this graphene-AlGaN junction was applied to an optoelectronic artificial synaptic device, and it has successfully emulated the functionalities of a biological synapse, the long-term memory time could sustain to 10 min.","Yang Chen,Yuanyuan Yue,Bingchen Lv,Jin Zhang,Xiaoyu Wei,Xiaojuan Sun,Dabing Li","05 Photonics, Imaging and Display",0,,"Yang Chen,Yuanyuan Yue,Bingchen Lv,Jin Zhang,Xiaoyu Wei,Xiaojuan Sun,Dabing Li, Changchun Institute of Optics, Fine Mechanics and Physics, China "
Novel High-Efficiency Large-Area Optical-to-Optical Conversion Integrated Device for Optical Signal Processing,11 March 2025 (Tuesday),12:30pm,morning," Multifunction Hall 1, 2/F, 17W",T-5-4-7,11:00am to 12:30pm,EDTM25-000152,Novel High-Efficiency Large-Area Optical-to-Optical Conversion Integrated Device for Optical Signal Processing,"Utilizing optoelectronic hybrid integration technology (OHIT), a large-area optical-to-optical conversion integrated device (OTO-CID) is developed for high-efficiency optical signal conversion. It includes a PV component for absorbing complex optical signals and an OLED for emitting refined signals. The OTO-CID achieved a maximum external quantum efficiency (EQE*, the parameter to characterize the optical-to-optical conversion efficiency) of 10.43% at 20% AM1.5, showcasing a promising direction for future optoelectronic integrated techniques.","Yahui Su,Shanjing Liu,Peixuan Song,Peiran Du,Hui Wang,Juan Li","05 Photonics, Imaging and Display",0,,"Yahui Su,Shanjing Liu,Peixuan Song,Peiran Du,Hui Wang,Juan Li, Institute of Photoelectronic Thin Film Devices and Technology, Key Laboratory of Photoelectronic Thin Film Devices and Technology of Tianjin, China "
Technologies of GaN Power Integration and Modeling,11 March 2025 (Tuesday),11:00am,morning," Multifunction Hall 2&3, 2/F, 17W",T-6-3-1,11:00am to 12:30pm,EDTM25-000214,Technologies of GaN Power Integration and Modeling,"Gallium Nitride based high electron mobility transistors with p-type gate cap (p-GaN gate HEMTs) attract more and more attentions in the field of power electronics. To unleash the high frequency superiority of p-GaN gate HEMTs, monolithic power integration is developed, which faces the challenges of threshold voltage instability, device isolation and SPICE modeling. Novel hybrid gate technology, ultra-thin buffer technology and physics-based modeling methods are proposed to achieve stable threshold voltage, effective device isolation and precise circuit design. ","Sheng Li,Yanfeng Ma,Ran Ye,Siyang Liu,Weifeng Sun",06 Wide-Bandgap Power and RF Devices,1,[Invited],"Sheng Li, Southeast University, China "
The Atomic Layer Etching Technique with Low Damage for p-GaN/AlGaN/GaN Structure,11 March 2025 (Tuesday),11:20am,morning," Multifunction Hall 2&3, 2/F, 17W",T-6-3-2,11:00am to 12:30pm,EDTM25-000662,The Atomic Layer Etching Technique with Low Damage for p-GaN/AlGaN/GaN Structure,"In this work, an atomic layer etching (ALE) technique is proposed for p-GaN/AlGaN/GaN. The surface roughness was significantly reduced from 0.5 nm to 0.357 nm, after an ALE process with 15 s O2 modification step and 32 s BCl3 removal step. Additionally, the oxides product in O2 modification step can be effectively etched or removed. These findings indicate that O2/BCl3-based ALE technique is a promising approach for fabricating a variety of high-performance GaN devices that contain the p-GaN layer, such as p-GaN Gate HEMTs and GaN p-FETs.","Xinyi Tang,Honghao Lu,Chun Fu,Chuying Tang,Fangzhou Du,Qing Wang,Hongyu Yu",06 Wide-Bandgap Power and RF Devices,1,[Invited],"Hongyu Yu, Southern University of Science and Technology, China "
Polarization-engineering for high-performance GaN power devices,11 March 2025 (Tuesday),11:40am,morning," Multifunction Hall 2&3, 2/F, 17W",T-6-3-3,11:00am to 12:30pm,EDTM25-000664,Polarization-engineering for high-performance GaN power devices,"This presentation will highlight recent advancements and emerging technologies in III-Nitride semiconductors, aiming to increase the breakdown voltage and reduce on resistance in power electronic devices. In particular, we will demonstrate the use of polarization engineering to improve field management in power devices and thereby achieve higher breakdown voltages. In addition, we will explore novel technologies for normally-off, as well as lower on-resistances based on multi-channel structures. These emerging technologies present exciting new opportunities for the future development of III-nitride power electronic devices.",Elison Matioli,06 Wide-Bandgap Power and RF Devices,1,[Invited],"Elison Matioli, EPFL, Switzerland "
Dynamic Performance Analysis of Ultra-fast Inverter based on Tri-gate AlGaN/GaN MIS-HEMTs,11 March 2025 (Tuesday),12:00pm,morning," Multifunction Hall 2&3, 2/F, 17W",T-6-3-4,11:00am to 12:30pm,EDTM25-000206,Dynamic Performance Analysis of Ultra-fast Inverter based on Tri-gate AlGaN/GaN MIS-HEMTs,"This work demonstrates dynamic response characteristics of the tri-gate AlGaN/GaN high electron mobility transistor (HEMT) direct coupled FET logic (DCFL) inverter. The threshold voltage of the inverter is 2.74 V, the rise and fall time are 2.6 ns and 2.0 ns respectively with 1.8 ns and 0.2 ns propagation delay for each edge. The mechanisms for the excellent switching time performance are also revealed from the perspective of the device.","Yunsong Xu,Weisheng Wang,Dechang Quan,Haotian Ji,Shenlei Ding,Yunzhou Jiang,Kain Lu Low,Jiangmin Gu,Wen Liu",06 Wide-Bandgap Power and RF Devices,0,,"Yunsong Xu,Weisheng Wang,Dechang Quan,Haotian Ji,Shenlei Ding,Yunzhou Jiang,Kain Lu Low,Jiangmin Gu,Wen Liu, Xi'an Jiaotong-Liverpool University, China "
